row_key	check	status	detail
Convergence executive-card freshness linter||scripts/v48_convergence_executive_card_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures the V48 convergence/contradiction executive card matches current relationship, independence, gap-priority, and preflight summaries. matrix=Ensures the V48 convergence/contradiction executive card matches current relationship, independence, gap-priority, and preflight summaries.
Convergence executive-card freshness linter||scripts/v48_convergence_executive_card_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Convergence executive-card freshness linter||scripts/v48_convergence_executive_card_freshness_linter.py	failure_mode_mapped	PASS	convergence/contradiction rows fall out of sync with grounded findings or source records
Convergence matrix coverage linter||scripts/v48_convergence_matrix_coverage_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Convergence matrix coverage linter||scripts/v48_convergence_matrix_coverage_linter.py	field_matches.boundary	PASS	navigation=synthesis coverage control matrix=synthesis coverage control
Convergence matrix coverage linter||scripts/v48_convergence_matrix_coverage_linter.py	field_matches.purpose	PASS	navigation=Ensures priority grounded findings remain represented in the V48 matrix. matrix=Ensures priority grounded findings remain represented in the V48 matrix.
Convergence matrix coverage linter||scripts/v48_convergence_matrix_coverage_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Convergence matrix coverage linter||scripts/v48_convergence_matrix_coverage_linter.py	failure_mode_mapped	PASS	convergence/contradiction rows fall out of sync with grounded findings or source records
Convergence source-independence freshness linter||scripts/v48_convergence_source_independence_freshness_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Convergence source-independence freshness linter||scripts/v48_convergence_source_independence_freshness_linter.py	field_matches.boundary	PASS	navigation=synthesis coverage control matrix=synthesis coverage control
Convergence source-independence freshness linter||scripts/v48_convergence_source_independence_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures source-independence accounting matches current V48 convergence matrix rows. matrix=Ensures source-independence accounting matches current V48 convergence matrix rows.
Convergence source-independence freshness linter||scripts/v48_convergence_source_independence_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Convergence source-independence freshness linter||scripts/v48_convergence_source_independence_freshness_linter.py	failure_mode_mapped	PASS	convergence/contradiction rows fall out of sync with grounded findings or source records
Convergence status vocabulary linter||scripts/v48_convergence_status_vocabulary_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Convergence status vocabulary linter||scripts/v48_convergence_status_vocabulary_linter.py	field_matches.boundary	PASS	navigation=vocabulary control matrix=vocabulary control
Convergence status vocabulary linter||scripts/v48_convergence_status_vocabulary_linter.py	field_matches.purpose	PASS	navigation=Checks controlled relationship/status vocabulary in the V48 matrix. matrix=Checks controlled relationship/status vocabulary in the V48 matrix.
Convergence status vocabulary linter||scripts/v48_convergence_status_vocabulary_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Convergence status vocabulary linter||scripts/v48_convergence_status_vocabulary_linter.py	failure_mode_mapped	PASS	relationship/status values drift into ambiguous uncontrolled labels
Decision-relevant convergence freshness linter||scripts/v48_decision_relevant_convergence_freshness_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Decision-relevant convergence freshness linter||scripts/v48_decision_relevant_convergence_freshness_linter.py	field_matches.boundary	PASS	navigation=synthesis coverage control matrix=synthesis coverage control
Decision-relevant convergence freshness linter||scripts/v48_decision_relevant_convergence_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures the decision-relevant convergence shortlist matches current converges/contradicts matrix rows. matrix=Ensures the decision-relevant convergence shortlist matches current converges/contradicts matrix rows.
Decision-relevant convergence freshness linter||scripts/v48_decision_relevant_convergence_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Decision-relevant convergence freshness linter||scripts/v48_decision_relevant_convergence_freshness_linter.py	failure_mode_mapped	PASS	convergence/contradiction rows fall out of sync with grounded findings or source records
Evidence-boundary glossary freshness linter||scripts/v48_evidence_boundary_glossary_freshness_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Evidence-boundary glossary freshness linter||scripts/v48_evidence_boundary_glossary_freshness_linter.py	field_matches.boundary	PASS	navigation=vocabulary control matrix=vocabulary control
Evidence-boundary glossary freshness linter||scripts/v48_evidence_boundary_glossary_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures the evidence-boundary glossary matches the current governance failure-mode matrix. matrix=Ensures the evidence-boundary glossary matches the current governance failure-mode matrix.
Evidence-boundary glossary freshness linter||scripts/v48_evidence_boundary_glossary_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Evidence-boundary glossary freshness linter||scripts/v48_evidence_boundary_glossary_freshness_linter.py	failure_mode_mapped	PASS	relationship/status values drift into ambiguous uncontrolled labels
External Markdown index linter||scripts/v47_external_markdown_index_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
External Markdown index linter||scripts/v47_external_markdown_index_linter.py	field_matches.boundary	PASS	navigation=markdown provenance control matrix=markdown provenance control
External Markdown index linter||scripts/v47_external_markdown_index_linter.py	field_matches.purpose	PASS	navigation=Ensures generated external Markdown rows retain source locators. matrix=Ensures generated external Markdown rows retain source locators.
External Markdown index linter||scripts/v47_external_markdown_index_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
External Markdown index linter||scripts/v47_external_markdown_index_linter.py	failure_mode_mapped	PASS	generated Markdown drops source/provenance labels
External claim-length safety linter||scripts/v48_external_claim_length_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
External claim-length safety linter||scripts/v48_external_claim_length_linter.py	field_matches.boundary	PASS	navigation=copyright/provenance hygiene control matrix=copyright/provenance hygiene control
External claim-length safety linter||scripts/v48_external_claim_length_linter.py	field_matches.purpose	PASS	navigation=Prevents oversized external claim summaries or excerpt-like fields from entering external records. matrix=Prevents oversized external claim summaries or excerpt-like fields from entering external records.
External claim-length safety linter||scripts/v48_external_claim_length_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
External claim-length safety linter||scripts/v48_external_claim_length_linter.py	failure_mode_mapped	PASS	external summaries become oversized copied source passages
External record schema linter||scripts/v47_external_record_schema_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
External record schema linter||scripts/v47_external_record_schema_linter.py	field_matches.boundary	PASS	navigation=schema control matrix=schema control
External record schema linter||scripts/v47_external_record_schema_linter.py	field_matches.purpose	PASS	navigation=Required external-record fields and source/class markers. matrix=Required external-record fields and source/class markers.
External record schema linter||scripts/v47_external_record_schema_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
External record schema linter||scripts/v47_external_record_schema_linter.py	failure_mode_mapped	PASS	external records lack mandatory source, class, marker, or relationship fields
External record uniqueness linter||scripts/v47_external_record_uniqueness_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
External record uniqueness linter||scripts/v47_external_record_uniqueness_linter.py	field_matches.boundary	PASS	navigation=schema control matrix=schema control
External record uniqueness linter||scripts/v47_external_record_uniqueness_linter.py	field_matches.purpose	PASS	navigation=Ensures external record IDs and paths remain unique. matrix=Ensures external record IDs and paths remain unique.
External record uniqueness linter||scripts/v47_external_record_uniqueness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
External record uniqueness linter||scripts/v47_external_record_uniqueness_linter.py	failure_mode_mapped	PASS	external records lack mandatory source, class, marker, or relationship fields
External synthesis dependency freshness linter||scripts/v48_external_synthesis_dependency_freshness_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
External synthesis dependency freshness linter||scripts/v48_external_synthesis_dependency_freshness_linter.py	field_matches.boundary	PASS	navigation=dependency/navigation control matrix=dependency/navigation control
External synthesis dependency freshness linter||scripts/v48_external_synthesis_dependency_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures the external synthesis dependency graph matches current generator-declared artifacts, inputs, controls, and counts. matrix=Ensures the external synthesis dependency graph matches current generator-declared artifacts, inputs, controls, and counts.
External synthesis dependency freshness linter||scripts/v48_external_synthesis_dependency_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
External synthesis dependency freshness linter||scripts/v48_external_synthesis_dependency_freshness_linter.py	failure_mode_mapped	PASS	artifact dependency maps drift from current generated outputs, inputs, or controls
External-verifiable intake linter||scripts/v47_external_verifiable_intake_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
External-verifiable intake linter||scripts/v47_external_verifiable_intake_linter.py	field_matches.boundary	PASS	navigation=future-grounding control matrix=future-grounding control
External-verifiable intake linter||scripts/v47_external_verifiable_intake_linter.py	field_matches.purpose	PASS	navigation=Ensures future-groundable external claims remain queued, not findings. matrix=Ensures future-groundable external claims remain queued, not findings.
External-verifiable intake linter||scripts/v47_external_verifiable_intake_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
External-verifiable intake linter||scripts/v47_external_verifiable_intake_linter.py	failure_mode_mapped	PASS	external-verifiable ideas are treated as findings before grounding
Future-grounding queue freshness linter||scripts/v48_future_grounding_queue_freshness_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Future-grounding queue freshness linter||scripts/v48_future_grounding_queue_freshness_linter.py	field_matches.boundary	PASS	navigation=future-grounding control matrix=future-grounding control
Future-grounding queue freshness linter||scripts/v48_future_grounding_queue_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures matrix follow-up actions are represented in the future-grounding queue. matrix=Ensures matrix follow-up actions are represented in the future-grounding queue.
Future-grounding queue freshness linter||scripts/v48_future_grounding_queue_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Future-grounding queue freshness linter||scripts/v48_future_grounding_queue_freshness_linter.py	failure_mode_mapped	PASS	external-verifiable ideas are treated as findings before grounding
Governance failure-mode matrix freshness linter||scripts/v48_governance_failure_mode_freshness_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Governance failure-mode matrix freshness linter||scripts/v48_governance_failure_mode_freshness_linter.py	field_matches.boundary	PASS	navigation=governance mapping control matrix=governance mapping control
Governance failure-mode matrix freshness linter||scripts/v48_governance_failure_mode_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures the governance failure-mode matrix matches current governance navigation rows. matrix=Ensures the governance failure-mode matrix matches current governance navigation rows.
Governance failure-mode matrix freshness linter||scripts/v48_governance_failure_mode_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Governance failure-mode matrix freshness linter||scripts/v48_governance_failure_mode_freshness_linter.py	failure_mode_mapped	PASS	control-to-failure-mode explanations drift from current governance navigation
Governance navigation freshness linter||scripts/v48_governance_navigation_freshness_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Governance navigation freshness linter||scripts/v48_governance_navigation_freshness_linter.py	field_matches.boundary	PASS	navigation=navigation control matrix=navigation control
Governance navigation freshness linter||scripts/v48_governance_navigation_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures governance navigation remains aligned with the current preflight suite. matrix=Ensures governance navigation remains aligned with the current preflight suite.
Governance navigation freshness linter||scripts/v48_governance_navigation_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Governance navigation freshness linter||scripts/v48_governance_navigation_freshness_linter.py	failure_mode_mapped	PASS	public or operator navigation becomes stale and hides required artifacts
High-priority external sourcing plan freshness linter||scripts/v48_high_priority_external_sourcing_plan_freshness_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
High-priority external sourcing plan freshness linter||scripts/v48_high_priority_external_sourcing_plan_freshness_linter.py	field_matches.boundary	PASS	navigation=future-grounding control matrix=future-grounding control
High-priority external sourcing plan freshness linter||scripts/v48_high_priority_external_sourcing_plan_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures the high-priority external sourcing plan matches current high-priority V37 coverage gaps. matrix=Ensures the high-priority external sourcing plan matches current high-priority V37 coverage gaps.
High-priority external sourcing plan freshness linter||scripts/v48_high_priority_external_sourcing_plan_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
High-priority external sourcing plan freshness linter||scripts/v48_high_priority_external_sourcing_plan_freshness_linter.py	failure_mode_mapped	PASS	external-verifiable ideas are treated as findings before grounding
High-priority source-search query freshness linter||scripts/v48_high_priority_source_search_query_freshness_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
High-priority source-search query freshness linter||scripts/v48_high_priority_source_search_query_freshness_linter.py	field_matches.boundary	PASS	navigation=future-search control matrix=future-search control
High-priority source-search query freshness linter||scripts/v48_high_priority_source_search_query_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures the high-priority source-search query packet matches the current sourcing plan. matrix=Ensures the high-priority source-search query packet matches the current sourcing plan.
High-priority source-search query freshness linter||scripts/v48_high_priority_source_search_query_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
High-priority source-search query freshness linter||scripts/v48_high_priority_source_search_query_freshness_linter.py	failure_mode_mapped	PASS	future search queries are mistaken for integrated external records, corroboration, or biological evidence
High-priority source-terms packet freshness linter||scripts/v48_high_priority_source_terms_packet_freshness_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
High-priority source-terms packet freshness linter||scripts/v48_high_priority_source_terms_packet_freshness_linter.py	field_matches.boundary	PASS	navigation=source terms control matrix=source terms control
High-priority source-terms packet freshness linter||scripts/v48_high_priority_source_terms_packet_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures the high-priority packet matches current high-priority source_terms review rows. matrix=Ensures the high-priority packet matches current high-priority source_terms review rows.
High-priority source-terms packet freshness linter||scripts/v48_high_priority_source_terms_packet_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
High-priority source-terms packet freshness linter||scripts/v48_high_priority_source_terms_packet_freshness_linter.py	failure_mode_mapped	PASS	source terms/reuse status is ambiguous or stale
Preflight summary card freshness linter||scripts/v48_preflight_summary_card_freshness_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Preflight summary card freshness linter||scripts/v48_preflight_summary_card_freshness_linter.py	field_matches.boundary	PASS	navigation=handoff/navigation control matrix=handoff/navigation control
Preflight summary card freshness linter||scripts/v48_preflight_summary_card_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures the V48 preflight summary card matches current component summaries and command handoff. matrix=Ensures the V48 preflight summary card matches current component summaries and command handoff.
Preflight summary card freshness linter||scripts/v48_preflight_summary_card_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Preflight summary card freshness linter||scripts/v48_preflight_summary_card_freshness_linter.py	failure_mode_mapped	PASS	handoff card drifts from current checks or commands
Project-finding reference linter||scripts/v48_project_finding_reference_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Project-finding reference linter||scripts/v48_project_finding_reference_linter.py	field_matches.boundary	PASS	navigation=synthesis reference control matrix=synthesis reference control
Project-finding reference linter||scripts/v48_project_finding_reference_linter.py	field_matches.purpose	PASS	navigation=Checks external support/contradiction records point to existing project finding artifacts. matrix=Checks external support/contradiction records point to existing project finding artifacts.
Project-finding reference linter||scripts/v48_project_finding_reference_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Project-finding reference linter||scripts/v48_project_finding_reference_linter.py	failure_mode_mapped	PASS	external support/contradiction records point to missing grounded artifacts
Public external index crosslink linter||scripts/v48_public_index_crosslink_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Public external index crosslink linter||scripts/v48_public_index_crosslink_linter.py	field_matches.boundary	PASS	navigation=navigation control matrix=navigation control
Public external index crosslink linter||scripts/v48_public_index_crosslink_linter.py	field_matches.purpose	PASS	navigation=Public external index link target freshness. matrix=Public external index link target freshness.
Public external index crosslink linter||scripts/v48_public_index_crosslink_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Public external index crosslink linter||scripts/v48_public_index_crosslink_linter.py	failure_mode_mapped	PASS	public or operator navigation becomes stale and hides required artifacts
Public external index freshness linter||scripts/v48_public_index_freshness_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Public external index freshness linter||scripts/v48_public_index_freshness_linter.py	field_matches.boundary	PASS	navigation=navigation control matrix=navigation control
Public external index freshness linter||scripts/v48_public_index_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures required V48 external artifacts are linked from the public external index. matrix=Ensures required V48 external artifacts are linked from the public external index.
Public external index freshness linter||scripts/v48_public_index_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Public external index freshness linter||scripts/v48_public_index_freshness_linter.py	failure_mode_mapped	PASS	public or operator navigation becomes stale and hides required artifacts
Relationship vocabulary linter||scripts/v47_relationship_vocabulary_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Relationship vocabulary linter||scripts/v47_relationship_vocabulary_linter.py	field_matches.boundary	PASS	navigation=vocabulary control matrix=vocabulary control
Relationship vocabulary linter||scripts/v47_relationship_vocabulary_linter.py	field_matches.purpose	PASS	navigation=Allowed relationship vocabulary for external records. matrix=Allowed relationship vocabulary for external records.
Relationship vocabulary linter||scripts/v47_relationship_vocabulary_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Relationship vocabulary linter||scripts/v47_relationship_vocabulary_linter.py	failure_mode_mapped	PASS	relationship/status values drift into ambiguous uncontrolled labels
Resource comparator freshness linter||scripts/v48_resource_comparator_freshness_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Resource comparator freshness linter||scripts/v48_resource_comparator_freshness_linter.py	field_matches.boundary	PASS	navigation=resource metadata control matrix=resource metadata control
Resource comparator freshness linter||scripts/v48_resource_comparator_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures the resource comparator matrix matches current external resource records. matrix=Ensures the resource comparator matrix matches current external resource records.
Resource comparator freshness linter||scripts/v48_resource_comparator_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Resource comparator freshness linter||scripts/v48_resource_comparator_freshness_linter.py	failure_mode_mapped	PASS	resource comparator metadata drifts from source records
Source URL duplicate freshness linter||scripts/v48_source_url_duplicate_freshness_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Source URL duplicate freshness linter||scripts/v48_source_url_duplicate_freshness_linter.py	field_matches.boundary	PASS	navigation=source maintenance control matrix=source maintenance control
Source URL duplicate freshness linter||scripts/v48_source_url_duplicate_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures the source URL duplicate review matches current external source records. matrix=Ensures the source URL duplicate review matches current external source records.
Source URL duplicate freshness linter||scripts/v48_source_url_duplicate_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Source URL duplicate freshness linter||scripts/v48_source_url_duplicate_freshness_linter.py	failure_mode_mapped	PASS	duplicate source URLs are mistaken for independent corroboration or left unreviewed
Source URL reachability checker||scripts/v47_source_url_reachability_checker.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Source URL reachability checker||scripts/v47_source_url_reachability_checker.py	field_matches.boundary	PASS	navigation=transport maintenance only matrix=transport maintenance only
Source URL reachability checker||scripts/v47_source_url_reachability_checker.py	field_matches.purpose	PASS	navigation=Records transport-level URL status for external source locators; not included in deterministic preflight because third-party network status can change. matrix=Records transport-level URL status for external source locators; not included in deterministic preflight because third-party network status can change.
Source URL reachability checker||scripts/v47_source_url_reachability_checker.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Source URL reachability checker||scripts/v47_source_url_reachability_checker.py	failure_mode_mapped	PASS	source URLs rot or redirect without being visible to maintainers
Source locator normalization linter||scripts/v48_source_locator_normalization_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Source locator normalization linter||scripts/v48_source_locator_normalization_linter.py	field_matches.boundary	PASS	navigation=source locator control matrix=source locator control
Source locator normalization linter||scripts/v48_source_locator_normalization_linter.py	field_matches.purpose	PASS	navigation=Source locator shape checks for external records. matrix=Source locator shape checks for external records.
Source locator normalization linter||scripts/v48_source_locator_normalization_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Source locator normalization linter||scripts/v48_source_locator_normalization_linter.py	failure_mode_mapped	PASS	source locators become malformed or non-normalized
Source-domain independence freshness linter||scripts/v48_source_domain_independence_freshness_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Source-domain independence freshness linter||scripts/v48_source_domain_independence_freshness_linter.py	field_matches.boundary	PASS	navigation=domain relationship control matrix=domain relationship control
Source-domain independence freshness linter||scripts/v48_source_domain_independence_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures the source-domain independence rollup matches the current row-level source-independence matrix. matrix=Ensures the source-domain independence rollup matches the current row-level source-independence matrix.
Source-domain independence freshness linter||scripts/v48_source_domain_independence_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Source-domain independence freshness linter||scripts/v48_source_domain_independence_freshness_linter.py	failure_mode_mapped	PASS	source-domain relationship rollups drift from records or matrix rows
Source-domain relationship freshness linter||scripts/v48_source_domain_relationship_freshness_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Source-domain relationship freshness linter||scripts/v48_source_domain_relationship_freshness_linter.py	field_matches.boundary	PASS	navigation=domain relationship control matrix=domain relationship control
Source-domain relationship freshness linter||scripts/v48_source_domain_relationship_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures the source-domain relationship rollup matches current external records and V48 matrix rows. matrix=Ensures the source-domain relationship rollup matches current external records and V48 matrix rows.
Source-domain relationship freshness linter||scripts/v48_source_domain_relationship_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
Source-domain relationship freshness linter||scripts/v48_source_domain_relationship_freshness_linter.py	failure_mode_mapped	PASS	source-domain relationship rollups drift from records or matrix rows
Source-domain review freshness linter||scripts/v48_source_domain_review_freshness_linter.py	present_in_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48.tsv
Source-domain review freshness linter||scripts/v48_source_domain_review_freshness_linter.py	field_matches.boundary	PASS	navigation=domain review control matrix=domain review control
Source-domain review freshness linter||scripts/v48_source_domain_review_freshness_linter.py	field_matches.purpose	PASS	navigation=Ensures the source-domain review matches current external records. matrix=Ensures the source-domain review matches current external records.
Source-domain review freshness linter||scripts/v48_source_domain_review_freshness_linter.py	field_matches.overall_status	PASS	navigation=PASS matrix=PASS
