row_key	check	status	detail
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails	field_matches.safe_source_requirement	PASS	expected=Require a source directly overlapping the grounded finding before adding a V48 relationship row. observed=Require a source directly overlapping the grounded finding before adding a V48 relationship row.
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails	field_matches.source_integration_action	PASS	expected=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review. observed=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review.
UC genetics vs treatment-response layer split	present_in_sourcing_plan	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/high_priority_external_sourcing_plan_v48.tsv
UC genetics vs treatment-response layer split	field_matches.rank	PASS	expected=2 observed=2
UC genetics vs treatment-response layer split	field_matches.item	PASS	expected=UC genetics vs treatment-response layer split observed=UC genetics vs treatment-response layer split
UC genetics vs treatment-response layer split	field_matches.priority_score	PASS	expected=17 observed=17
UC genetics vs treatment-response layer split	field_matches.category	PASS	expected=decoupling_negative observed=decoupling_negative
UC genetics vs treatment-response layer split	field_matches.evidence_grade	PASS	expected=supported observed=supported
UC genetics vs treatment-response layer split	field_matches.source_type_needed	PASS	expected=IBD/MS transfer-specific literature or datasets observed=IBD/MS transfer-specific literature or datasets
UC genetics vs treatment-response layer split	field_matches.search_route	PASS	expected=Search for MS-IBD treatment-response, IFN/APC dynamics, or layer-specific transfer studies with matching definitions. observed=Search for MS-IBD treatment-response, IFN/APC dynamics, or layer-specific transfer studies with matching definitions.
UC genetics vs treatment-response layer split	field_matches.acceptance_criteria	PASS	expected=Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding. observed=Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.
UC genetics vs treatment-response layer split	field_matches.forbidden_shortcut	PASS	expected=Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration. observed=Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.
UC genetics vs treatment-response layer split	field_matches.safe_source_requirement	PASS	expected=Require a source that addresses the same direction, locus, failure mode, or definition; generic disease context is insufficient. observed=Require a source that addresses the same direction, locus, failure mode, or definition; generic disease context is insufficient.
UC genetics vs treatment-response layer split	field_matches.source_integration_action	PASS	expected=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review. observed=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review.
First-principles druggability discipline changed target interpretation	present_in_sourcing_plan	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/high_priority_external_sourcing_plan_v48.tsv
First-principles druggability discipline changed target interpretation	field_matches.rank	PASS	expected=3 observed=3
First-principles druggability discipline changed target interpretation	field_matches.item	PASS	expected=First-principles druggability discipline changed target interpretation observed=First-principles druggability discipline changed target interpretation
First-principles druggability discipline changed target interpretation	field_matches.priority_score	PASS	expected=16 observed=16
First-principles druggability discipline changed target interpretation	field_matches.category	PASS	expected=methodological observed=methodological
First-principles druggability discipline changed target interpretation	field_matches.evidence_grade	PASS	expected=supported observed=supported
First-principles druggability discipline changed target interpretation	field_matches.source_type_needed	PASS	expected=method/governance literature observed=method/governance literature
First-principles druggability discipline changed target interpretation	field_matches.search_route	PASS	expected=Search for methods papers, validation guidance, or target-interpretation standards matching the project procedure. observed=Search for methods papers, validation guidance, or target-interpretation standards matching the project procedure.
First-principles druggability discipline changed target interpretation	field_matches.acceptance_criteria	PASS	expected=Source must address the same methodological question, not broad MS biology. observed=Source must address the same methodological question, not broad MS biology.
First-principles druggability discipline changed target interpretation	field_matches.forbidden_shortcut	PASS	expected=Do not use general disease-mechanism context as method corroboration. observed=Do not use general disease-mechanism context as method corroboration.
First-principles druggability discipline changed target interpretation	field_matches.safe_source_requirement	PASS	expected=Require a method-specific source about the same procedure or governance issue; broad disease biology is not sufficient. observed=Require a method-specific source about the same procedure or governance issue; broad disease biology is not sufficient.
First-principles druggability discipline changed target interpretation	field_matches.source_integration_action	PASS	expected=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review. observed=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review.
Locked V7 general cross-disease baseline fallback killed	present_in_sourcing_plan	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/high_priority_external_sourcing_plan_v48.tsv
Locked V7 general cross-disease baseline fallback killed	field_matches.rank	PASS	expected=4 observed=4
Locked V7 general cross-disease baseline fallback killed	field_matches.item	PASS	expected=Locked V7 general cross-disease baseline fallback killed observed=Locked V7 general cross-disease baseline fallback killed
Locked V7 general cross-disease baseline fallback killed	field_matches.priority_score	PASS	expected=16 observed=16
Locked V7 general cross-disease baseline fallback killed	field_matches.category	PASS	expected=kills_closed observed=kills_closed
Locked V7 general cross-disease baseline fallback killed	field_matches.evidence_grade	PASS	expected=negative-established observed=negative-established
Locked V7 general cross-disease baseline fallback killed	field_matches.source_type_needed	PASS	expected=same-failure-mode source observed=same-failure-mode source
Locked V7 general cross-disease baseline fallback killed	field_matches.search_route	PASS	expected=Search for sources directly addressing the same negative result, direction conflict, or failed transfer mode. observed=Search for sources directly addressing the same negative result, direction conflict, or failed transfer mode.
Locked V7 general cross-disease baseline fallback killed	field_matches.acceptance_criteria	PASS	expected=Source must match the project failure definition closely enough for convergence/contradiction classification. observed=Source must match the project failure definition closely enough for convergence/contradiction classification.
Locked V7 general cross-disease baseline fallback killed	field_matches.forbidden_shortcut	PASS	expected=Do not add generic biological context to a closed/negative finding. observed=Do not add generic biological context to a closed/negative finding.
Locked V7 general cross-disease baseline fallback killed	field_matches.safe_source_requirement	PASS	expected=Require a source that addresses the same direction, locus, failure mode, or definition; generic disease context is insufficient. observed=Require a source that addresses the same direction, locus, failure mode, or definition; generic disease context is insufficient.
Locked V7 general cross-disease baseline fallback killed	field_matches.source_integration_action	PASS	expected=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review. observed=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review.
Tool-robust but simple V22 scalar	present_in_sourcing_plan	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/high_priority_external_sourcing_plan_v48.tsv
Tool-robust but simple V22 scalar	field_matches.rank	PASS	expected=5 observed=5
Tool-robust but simple V22 scalar	field_matches.item	PASS	expected=Tool-robust but simple V22 scalar observed=Tool-robust but simple V22 scalar
Tool-robust but simple V22 scalar	field_matches.priority_score	PASS	expected=15 observed=15
Tool-robust but simple V22 scalar	field_matches.category	PASS	expected=methodological observed=methodological
Tool-robust but simple V22 scalar	field_matches.evidence_grade	PASS	expected=supported observed=supported
Tool-robust but simple V22 scalar	field_matches.source_type_needed	PASS	expected=method/governance literature observed=method/governance literature
Tool-robust but simple V22 scalar	field_matches.search_route	PASS	expected=Search for methods papers, validation guidance, or target-interpretation standards matching the project procedure. observed=Search for methods papers, validation guidance, or target-interpretation standards matching the project procedure.
Tool-robust but simple V22 scalar	field_matches.acceptance_criteria	PASS	expected=Source must address the same methodological question, not broad MS biology. observed=Source must address the same methodological question, not broad MS biology.
Tool-robust but simple V22 scalar	field_matches.forbidden_shortcut	PASS	expected=Do not use general disease-mechanism context as method corroboration. observed=Do not use general disease-mechanism context as method corroboration.
Tool-robust but simple V22 scalar	field_matches.safe_source_requirement	PASS	expected=Require a method-specific source about the same procedure or governance issue; broad disease biology is not sufficient. observed=Require a method-specific source about the same procedure or governance issue; broad disease biology is not sufficient.
Tool-robust but simple V22 scalar	field_matches.source_integration_action	PASS	expected=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review. observed=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review.
Crohn downstream IFN/APC convergence exceeds genetic proximity	present_in_sourcing_plan	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/high_priority_external_sourcing_plan_v48.tsv
Crohn downstream IFN/APC convergence exceeds genetic proximity	field_matches.rank	PASS	expected=6 observed=6
Crohn downstream IFN/APC convergence exceeds genetic proximity	field_matches.item	PASS	expected=Crohn downstream IFN/APC convergence exceeds genetic proximity observed=Crohn downstream IFN/APC convergence exceeds genetic proximity
Crohn downstream IFN/APC convergence exceeds genetic proximity	field_matches.priority_score	PASS	expected=15 observed=15
Crohn downstream IFN/APC convergence exceeds genetic proximity	field_matches.category	PASS	expected=decoupling_negative observed=decoupling_negative
Crohn downstream IFN/APC convergence exceeds genetic proximity	field_matches.evidence_grade	PASS	expected=supported observed=supported
Crohn downstream IFN/APC convergence exceeds genetic proximity	field_matches.source_type_needed	PASS	expected=IBD/MS transfer-specific literature or datasets observed=IBD/MS transfer-specific literature or datasets
Crohn downstream IFN/APC convergence exceeds genetic proximity	field_matches.search_route	PASS	expected=Search for MS-IBD treatment-response, IFN/APC dynamics, or layer-specific transfer studies with matching definitions. observed=Search for MS-IBD treatment-response, IFN/APC dynamics, or layer-specific transfer studies with matching definitions.
Crohn downstream IFN/APC convergence exceeds genetic proximity	field_matches.acceptance_criteria	PASS	expected=Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding. observed=Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.
Crohn downstream IFN/APC convergence exceeds genetic proximity	field_matches.forbidden_shortcut	PASS	expected=Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration. observed=Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.
Crohn downstream IFN/APC convergence exceeds genetic proximity	field_matches.safe_source_requirement	PASS	expected=Require a source that addresses the same direction, locus, failure mode, or definition; generic disease context is insufficient. observed=Require a source that addresses the same direction, locus, failure mode, or definition; generic disease context is insufficient.
Crohn downstream IFN/APC convergence exceeds genetic proximity	field_matches.source_integration_action	PASS	expected=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review. observed=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review.
RA pregnancy comparator but blood APC treatment-response nontransfer	present_in_sourcing_plan	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/high_priority_external_sourcing_plan_v48.tsv
RA pregnancy comparator but blood APC treatment-response nontransfer	field_matches.rank	PASS	expected=7 observed=7
RA pregnancy comparator but blood APC treatment-response nontransfer	field_matches.item	PASS	expected=RA pregnancy comparator but blood APC treatment-response nontransfer observed=RA pregnancy comparator but blood APC treatment-response nontransfer
RA pregnancy comparator but blood APC treatment-response nontransfer	field_matches.priority_score	PASS	expected=15 observed=15
RA pregnancy comparator but blood APC treatment-response nontransfer	field_matches.category	PASS	expected=decoupling_negative observed=decoupling_negative
RA pregnancy comparator but blood APC treatment-response nontransfer	field_matches.evidence_grade	PASS	expected=supported observed=supported
RA pregnancy comparator but blood APC treatment-response nontransfer	field_matches.source_type_needed	PASS	expected=pregnancy/postpartum comparator literature or datasets observed=pregnancy/postpartum comparator literature or datasets
RA pregnancy comparator but blood APC treatment-response nontransfer	field_matches.search_route	PASS	expected=Search for pregnancy/postpartum immune-trajectory sources with APC-arm or treatment-response transfer information. observed=Search for pregnancy/postpartum immune-trajectory sources with APC-arm or treatment-response transfer information.
RA pregnancy comparator but blood APC treatment-response nontransfer	field_matches.acceptance_criteria	PASS	expected=Source must include matching timing, compartment, and disease-comparator definition. observed=Source must include matching timing, compartment, and disease-comparator definition.
RA pregnancy comparator but blood APC treatment-response nontransfer	field_matches.forbidden_shortcut	PASS	expected=Do not use general relapse-course context as APC-arm corroboration. observed=Do not use general relapse-course context as APC-arm corroboration.
RA pregnancy comparator but blood APC treatment-response nontransfer	field_matches.safe_source_requirement	PASS	expected=Require a source that addresses the same direction, locus, failure mode, or definition; generic disease context is insufficient. observed=Require a source that addresses the same direction, locus, failure mode, or definition; generic disease context is insufficient.
RA pregnancy comparator but blood APC treatment-response nontransfer	field_matches.source_integration_action	PASS	expected=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review. observed=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review.
EBV/IFN APC imprint downgraded by specificity control	present_in_sourcing_plan	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/high_priority_external_sourcing_plan_v48.tsv
EBV/IFN APC imprint downgraded by specificity control	field_matches.rank	PASS	expected=8 observed=8
EBV/IFN APC imprint downgraded by specificity control	field_matches.item	PASS	expected=EBV/IFN APC imprint downgraded by specificity control observed=EBV/IFN APC imprint downgraded by specificity control
EBV/IFN APC imprint downgraded by specificity control	field_matches.priority_score	PASS	expected=14 observed=14
EBV/IFN APC imprint downgraded by specificity control	field_matches.category	PASS	expected=kills_closed observed=kills_closed
EBV/IFN APC imprint downgraded by specificity control	field_matches.evidence_grade	PASS	expected=negative-established observed=negative-established
EBV/IFN APC imprint downgraded by specificity control	field_matches.source_type_needed	PASS	expected=EBV-stratified immune-data source observed=EBV-stratified immune-data source
EBV/IFN APC imprint downgraded by specificity control	field_matches.search_route	PASS	expected=Search for EBV-stratified MS/control immune transcriptomic sources with specificity controls. observed=Search for EBV-stratified MS/control immune transcriptomic sources with specificity controls.
EBV/IFN APC imprint downgraded by specificity control	field_matches.acceptance_criteria	PASS	expected=Source must support a specificity-aware test route, not merely EBV-MS association context. observed=Source must support a specificity-aware test route, not merely EBV-MS association context.
EBV/IFN APC imprint downgraded by specificity control	field_matches.forbidden_shortcut	PASS	expected=Do not use broad EBV-risk literature to reopen a specificity-failed imprint. observed=Do not use broad EBV-risk literature to reopen a specificity-failed imprint.
EBV/IFN APC imprint downgraded by specificity control	field_matches.safe_source_requirement	PASS	expected=Require a source that addresses the same direction, locus, failure mode, or definition; generic disease context is insufficient. observed=Require a source that addresses the same direction, locus, failure mode, or definition; generic disease context is insufficient.
EBV/IFN APC imprint downgraded by specificity control	field_matches.source_integration_action	PASS	expected=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review. observed=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review.
GPR25 demoted from protected favorite	present_in_sourcing_plan	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/high_priority_external_sourcing_plan_v48.tsv
GPR25 demoted from protected favorite	field_matches.rank	PASS	expected=9 observed=9
GPR25 demoted from protected favorite	field_matches.item	PASS	expected=GPR25 demoted from protected favorite observed=GPR25 demoted from protected favorite
GPR25 demoted from protected favorite	field_matches.priority_score	PASS	expected=14 observed=14
GPR25 demoted from protected favorite	field_matches.category	PASS	expected=kills_closed observed=kills_closed
GPR25 demoted from protected favorite	field_matches.evidence_grade	PASS	expected=negative-established observed=negative-established
GPR25 demoted from protected favorite	field_matches.source_type_needed	PASS	expected=locus/signal-specific genetics source observed=locus/signal-specific genetics source
GPR25 demoted from protected favorite	field_matches.search_route	PASS	expected=Search for fine-mapping, colocalization, QTL, or signal-specific records matching the locus and direction. observed=Search for fine-mapping, colocalization, QTL, or signal-specific records matching the locus and direction.
GPR25 demoted from protected favorite	field_matches.acceptance_criteria	PASS	expected=Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data. observed=Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.
GPR25 demoted from protected favorite	field_matches.forbidden_shortcut	PASS	expected=Do not use catalog-level association existence as causal-direction corroboration. observed=Do not use catalog-level association existence as causal-direction corroboration.
GPR25 demoted from protected favorite	field_matches.safe_source_requirement	PASS	expected=Require a source that addresses the same direction, locus, failure mode, or definition; generic disease context is insufficient. observed=Require a source that addresses the same direction, locus, failure mode, or definition; generic disease context is insufficient.
GPR25 demoted from protected favorite	field_matches.source_integration_action	PASS	expected=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review. observed=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review.
MHC overlap is distinct-signal, not simple shared biology	present_in_sourcing_plan	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/high_priority_external_sourcing_plan_v48.tsv
MHC overlap is distinct-signal, not simple shared biology	field_matches.rank	PASS	expected=10 observed=10
MHC overlap is distinct-signal, not simple shared biology	field_matches.item	PASS	expected=MHC overlap is distinct-signal, not simple shared biology observed=MHC overlap is distinct-signal, not simple shared biology
MHC overlap is distinct-signal, not simple shared biology	field_matches.priority_score	PASS	expected=14 observed=14
MHC overlap is distinct-signal, not simple shared biology	field_matches.category	PASS	expected=decoupling_negative observed=decoupling_negative
MHC overlap is distinct-signal, not simple shared biology	field_matches.evidence_grade	PASS	expected=negative-established observed=negative-established
MHC overlap is distinct-signal, not simple shared biology	field_matches.source_type_needed	PASS	expected=locus/signal-specific genetics source observed=locus/signal-specific genetics source
MHC overlap is distinct-signal, not simple shared biology	field_matches.search_route	PASS	expected=Search for fine-mapping, colocalization, QTL, or signal-specific records matching the locus and direction. observed=Search for fine-mapping, colocalization, QTL, or signal-specific records matching the locus and direction.
MHC overlap is distinct-signal, not simple shared biology	field_matches.acceptance_criteria	PASS	expected=Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data. observed=Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.
MHC overlap is distinct-signal, not simple shared biology	field_matches.forbidden_shortcut	PASS	expected=Do not use catalog-level association existence as causal-direction corroboration. observed=Do not use catalog-level association existence as causal-direction corroboration.
MHC overlap is distinct-signal, not simple shared biology	field_matches.safe_source_requirement	PASS	expected=Require a source that addresses the same direction, locus, failure mode, or definition; generic disease context is insufficient. observed=Require a source that addresses the same direction, locus, failure mode, or definition; generic disease context is insufficient.
MHC overlap is distinct-signal, not simple shared biology	field_matches.source_integration_action	PASS	expected=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review. observed=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review.
No load-bearing invariant found in V26	present_in_sourcing_plan	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/high_priority_external_sourcing_plan_v48.tsv
No load-bearing invariant found in V26	field_matches.rank	PASS	expected=11 observed=11
No load-bearing invariant found in V26	field_matches.item	PASS	expected=No load-bearing invariant found in V26 observed=No load-bearing invariant found in V26
No load-bearing invariant found in V26	field_matches.priority_score	PASS	expected=14 observed=14
No load-bearing invariant found in V26	field_matches.category	PASS	expected=decoupling_negative observed=decoupling_negative
No load-bearing invariant found in V26	field_matches.evidence_grade	PASS	expected=negative-established observed=negative-established
No load-bearing invariant found in V26	field_matches.source_type_needed	PASS	expected=same-failure-mode source observed=same-failure-mode source
No load-bearing invariant found in V26	field_matches.search_route	PASS	expected=Search for sources directly addressing the same negative result, direction conflict, or failed transfer mode. observed=Search for sources directly addressing the same negative result, direction conflict, or failed transfer mode.
No load-bearing invariant found in V26	field_matches.acceptance_criteria	PASS	expected=Source must match the project failure definition closely enough for convergence/contradiction classification. observed=Source must match the project failure definition closely enough for convergence/contradiction classification.
No load-bearing invariant found in V26	field_matches.forbidden_shortcut	PASS	expected=Do not add generic biological context to a closed/negative finding. observed=Do not add generic biological context to a closed/negative finding.
No load-bearing invariant found in V26	field_matches.safe_source_requirement	PASS	expected=Require a source that addresses the same direction, locus, failure mode, or definition; generic disease context is insufficient. observed=Require a source that addresses the same direction, locus, failure mode, or definition; generic disease context is insufficient.
No load-bearing invariant found in V26	field_matches.source_integration_action	PASS	expected=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review. observed=If found, add as a segregated external record first; classify relationship in V48 matrix only after source-specific overlap review.
summary	summary_plan_row_count_matches	PASS	expected=11 observed=11
summary	summary_source_type_counts_match	PASS	expected={'EBV-stratified immune-data source': 1, 'IBD/MS transfer-specific literature or datasets': 3, 'locus/signal-specific genetics source': 2, 'method/governance literature': 2, 'pregnancy/postpartum comparator literature or datasets': 1, 'same-failure-mode source': 2} observed={'EBV-stratified immune-data source': 1, 'IBD/MS transfer-specific literature or datasets': 3, 'locus/signal-specific genetics source': 2, 'method/governance literature': 2, 'pregnancy/postpartum comparator literature or datasets': 1, 'same-failure-mode source': 2}
